epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,6246.04,0.73057,1.02264,1.06204,0.7021,0.46804,0.54106,0.43669,0.87548,1.16001,0.92926,0.000606884,0.000606884,0.000606884
57,6353.84,0.73109,0.99794,1.05219,0.67582,0.47301,0.53142,0.42697,0.87573,1.18222,0.93451,0.000597718,0.000597718,0.000597718
58,6464.95,0.72823,0.99788,1.05349,0.76744,0.46955,0.542,0.43562,0.86675,1.15724,0.91478,0.000588552,0.000588552,0.000588552
59,6580.54,0.72462,1.00054,1.0534,0.69942,0.47599,0.54447,0.43571,0.86533,1.14857,0.92191,0.000579386,0.000579386,0.000579386
60,6693.67,0.7389,1.00541,1.05709,0.65847,0.47232,0.54079,0.43357,0.85913,1.16636,0.92019,0.000570221,0.000570221,0.000570221
61,6802.79,0.73046,0.99449,1.05414,0.68772,0.48135,0.54751,0.44134,0.87066,1.13645,0.92596,0.000561055,0.000561055,0.000561055
62,6916.67,0.72539,0.98973,1.05072,0.69914,0.47013,0.54499,0.43729,0.86988,1.16405,0.92474,0.000551889,0.000551889,0.000551889
63,7029.38,0.71305,0.96004,1.04409,0.67562,0.47734,0.54278,0.43688,0.87419,1.15293,0.9269,0.000542723,0.000542723,0.000542723
64,7136.38,0.72533,0.98881,1.05172,0.68139,0.4815,0.54559,0.43028,0.89736,1.1812,0.93655,0.000533558,0.000533558,0.000533558
65,7247.47,0.71311,0.96064,1.04592,0.71177,0.47328,0.54905,0.44089,0.87305,1.14074,0.92283,0.000524392,0.000524392,0.000524392
66,7353.95,0.71713,0.95801,1.04989,0.66534,0.48324,0.54746,0.44156,0.85932,1.11926,0.90962,0.000515226,0.000515226,0.000515226
67,7467.07,0.70801,0.95154,1.04125,0.66504,0.48141,0.54666,0.44022,0.87154,1.15412,0.92501,0.00050606,0.00050606,0.00050606
68,7591.7,0.715,0.95191,1.04012,0.69789,0.47692,0.54026,0.43605,0.88235,1.15732,0.93716,0.000496895,0.000496895,0.000496895
69,7711.68,0.70994,0.95392,1.04335,0.68955,0.48667,0.54615,0.43984,0.8666,1.13361,0.92694,0.000487729,0.000487729,0.000487729
70,7829.55,0.70713,0.93365,1.03816,0.67818,0.48303,0.54958,0.44246,0.86407,1.12455,0.92413,0.000478563,0.000478563,0.000478563
71,7947.86,0.69628,0.92704,1.0354,0.70441,0.49068,0.55597,0.44657,0.8712,1.11684,0.93035,0.000469397,0.000469397,0.000469397
72,8060.93,0.71458,0.92856,1.04016,0.70718,0.46974,0.54956,0.44232,0.85314,1.13512,0.91272,0.000460232,0.000460232,0.000460232
73,8170.81,0.71826,0.94158,1.04304,0.67984,0.47587,0.55098,0.44602,0.86173,1.13659,0.92153,0.000451066,0.000451066,0.000451066
74,8280.73,0.693,0.90902,1.03378,0.70972,0.47819,0.54665,0.44155,0.85709,1.14743,0.90817,0.0004419,0.0004419,0.0004419
75,8387.86,0.6912,0.90568,1.02828,0.7142,0.4787,0.5604,0.45142,0.84012,1.08272,0.89214,0.000432734,0.000432734,0.000432734
76,8496.54,0.68964,0.90318,1.0298,0.70947,0.46966,0.5505,0.4429,0.84855,1.11192,0.8965,0.000423569,0.000423569,0.000423569
77,8607.64,0.68735,0.88969,1.02989,0.75227,0.48449,0.55733,0.44784,0.8377,1.09153,0.88665,0.000414403,0.000414403,0.000414403
78,8723.57,0.69581,0.90765,1.03363,0.72494,0.48146,0.55117,0.44423,0.87124,1.15246,0.92761,0.000405237,0.000405237,0.000405237
79,8833.38,0.69531,0.90385,1.03067,0.70199,0.47358,0.55261,0.44456,0.86749,1.13271,0.92764,0.000396071,0.000396071,0.000396071
80,8948.84,0.68621,0.88508,1.02968,0.698,0.49175,0.55615,0.44702,0.8528,1.1229,0.89993,0.000386906,0.000386906,0.000386906
81,9056.24,0.68799,0.89079,1.02639,0.73312,0.47625,0.55318,0.44532,0.85439,1.12948,0.90561,0.00037774,0.00037774,0.00037774
82,9168.57,0.67879,0.87366,1.02576,0.69637,0.48128,0.55486,0.44637,0.86182,1.1449,0.92296,0.000368574,0.000368574,0.000368574
83,9278.1,0.67883,0.86603,1.0208,0.70979,0.47379,0.55477,0.44931,0.86429,1.13129,0.92576,0.000359409,0.000359409,0.000359409
84,9386.72,0.67498,0.86169,1.02273,0.70822,0.47686,0.55268,0.44694,0.85948,1.12977,0.91811,0.000350243,0.000350243,0.000350243
85,9494.15,0.69042,0.87606,1.027,0.67992,0.48734,0.55028,0.4439,0.86659,1.15275,0.92859,0.000341077,0.000341077,0.000341077
86,9600.78,0.67858,0.87682,1.02733,0.72488,0.4712,0.55413,0.4475,0.8623,1.13541,0.92085,0.000331911,0.000331911,0.000331911
87,9710.33,0.6832,0.86534,1.02397,0.68345,0.4973,0.55476,0.44762,0.86552,1.13258,0.92169,0.000322745,0.000322745,0.000322745
88,9821.39,0.68114,0.86068,1.02112,0.7139,0.46998,0.54795,0.44162,0.86882,1.16081,0.93051,0.00031358,0.00031358,0.00031358
89,9944.85,0.67831,0.85687,1.02472,0.69935,0.48708,0.5494,0.44404,0.86511,1.14742,0.9223,0.000304414,0.000304414,0.000304414
90,10062.8,0.67161,0.85153,1.01783,0.68217,0.48838,0.55016,0.44367,0.86864,1.13957,0.92626,0.000295248,0.000295248,0.000295248
91,10178.9,0.67737,0.85134,1.02128,0.71797,0.48007,0.55148,0.44544,0.86999,1.14684,0.9323,0.000286083,0.000286083,0.000286083
92,10293.1,0.66798,0.83627,1.0163,0.73011,0.46685,0.55344,0.44744,0.86444,1.13933,0.92557,0.000276917,0.000276917,0.000276917
93,10412.1,0.6782,0.84515,1.02221,0.71846,0.47904,0.55402,0.44831,0.85891,1.12436,0.9215,0.000267751,0.000267751,0.000267751
94,10527.5,0.67171,0.83457,1.01736,0.69599,0.47897,0.55016,0.44682,0.86211,1.1446,0.92604,0.000258585,0.000258585,0.000258585
