epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,10641.7,0.51171,0.90251,0.99881,0.58926,0.5657,0.56285,0.47267,0.57304,0.92325,0.76059,0.000432734,0.000432734,0.000432734
76,10782,0.52529,0.91737,1.00625,0.59592,0.56231,0.56818,0.47642,0.5749,0.9015,0.76418,0.000423569,0.000423569,0.000423569
77,10924.1,0.53062,0.90724,1.01328,0.60575,0.55234,0.56524,0.47283,0.57108,0.9118,0.76334,0.000414403,0.000414403,0.000414403
78,11067.1,0.51025,0.88867,1.00469,0.60787,0.56655,0.57296,0.47919,0.56913,0.90361,0.76098,0.000405237,0.000405237,0.000405237
79,11207.4,0.51086,0.90113,1.00259,0.58586,0.57481,0.56726,0.4737,0.57448,0.90096,0.76902,0.000396071,0.000396071,0.000396071
80,11347.7,0.53203,0.89638,1.00856,0.64512,0.54049,0.57515,0.48373,0.56535,0.88335,0.76038,0.000386906,0.000386906,0.000386906
81,11486.6,0.51968,0.88898,1.00398,0.64558,0.54645,0.57867,0.48243,0.57614,0.87127,0.7753,0.00037774,0.00037774,0.00037774
82,11626.3,0.51476,0.87642,0.99519,0.60712,0.57689,0.57534,0.47995,0.57297,0.88253,0.77011,0.000368574,0.000368574,0.000368574
83,11767.6,0.51502,0.8794,1.00088,0.61661,0.57345,0.57511,0.48074,0.56906,0.88947,0.76594,0.000359409,0.000359409,0.000359409
84,11910.3,0.51981,0.87772,1.00307,0.60815,0.57563,0.58239,0.48515,0.56938,0.87024,0.76884,0.000350243,0.000350243,0.000350243
85,12052.6,0.5066,0.86236,1.00347,0.61694,0.57041,0.58073,0.48499,0.56894,0.87695,0.76616,0.000341077,0.000341077,0.000341077
86,12196.1,0.50593,0.84928,0.99933,0.61929,0.57627,0.58123,0.48773,0.56394,0.8628,0.76419,0.000331911,0.000331911,0.000331911
87,12338.8,0.51114,0.86427,1.00109,0.63737,0.57592,0.58904,0.49067,0.56725,0.87011,0.77027,0.000322745,0.000322745,0.000322745
88,12477.7,0.52609,0.86521,1.00601,0.63548,0.57136,0.58898,0.49231,0.55998,0.87065,0.76101,0.00031358,0.00031358,0.00031358
89,12619.4,0.50665,0.84753,0.99281,0.63865,0.56419,0.58707,0.48916,0.56002,0.87623,0.76312,0.000304414,0.000304414,0.000304414
90,12763,0.50678,0.85556,1.00203,0.61569,0.58756,0.59011,0.49075,0.56787,0.85768,0.77307,0.000295248,0.000295248,0.000295248
91,12902.4,0.49182,0.84029,0.9939,0.63751,0.58576,0.59295,0.49302,0.56642,0.85208,0.77108,0.000286083,0.000286083,0.000286083
92,13046.1,0.51213,0.84526,0.99134,0.62168,0.5791,0.59086,0.49258,0.56084,0.85115,0.75911,0.000276917,0.000276917,0.000276917
93,13187.6,0.50068,0.83271,0.99559,0.62681,0.583,0.59126,0.49385,0.55382,0.85126,0.75412,0.000267751,0.000267751,0.000267751
94,13330.3,0.49792,0.82599,0.99085,0.62299,0.58846,0.59346,0.49571,0.55067,0.84482,0.75062,0.000258585,0.000258585,0.000258585
95,13472.8,0.48409,0.81172,0.99005,0.61609,0.59068,0.59261,0.49498,0.55189,0.84553,0.75375,0.00024942,0.00024942,0.00024942
96,13612.9,0.49604,0.82559,0.9931,0.63865,0.58481,0.59406,0.49625,0.54822,0.84633,0.74774,0.000240254,0.000240254,0.000240254
